pid,technique,granularity,windows,trialNo,time,accuracy,steps
5,TRADITIONAL,paragraph,Single,2,3901,1,7
5,TRADITIONAL,paragraph,Single,3,7367,1,7
5,TRADITIONAL,paragraph,Multiple,1,4472,1,5
5,TRADITIONAL,paragraph,Multiple,2,44843,1,7
5,TRADITIONAL,paragraph,Multiple,3,6425,1,5
5,AUTOCOMPASTE,phrase,Single,1,11990,0,57
5,AUTOCOMPASTE,phrase,Single,2,10208,1,6
5,AUTOCOMPASTE,phrase,Single,3,12808,1,8
5,AUTOCOMPASTE,phrase,Multiple,1,10821,1,6
5,AUTOCOMPASTE,phrase,Multiple,2,12135,1,8
5,AUTOCOMPASTE,phrase,Multiple,3,8314,1,6
5,AUTOCOMPASTE,sentence,Single,1,5444,1,2
5,AUTOCOMPASTE,sentence,Single,2,5755,1,3
5,AUTOCOMPASTE,sentence,Single,3,4764,1,4
5,AUTOCOMPASTE,sentence,Multiple,1,6127,1,3
5,AUTOCOMPASTE,sentence,Multiple,2,4958,1,2
5,AUTOCOMPASTE,sentence,Multiple,3,3733,1,2
5,AUTOCOMPASTE,paragraph,Single,1,10816,1,4
5,AUTOCOMPASTE,paragraph,Single,2,6340,1,3
5,AUTOCOMPASTE,paragraph,Single,3,5647,1,3
5,AUTOCOMPASTE,paragraph,Multiple,1,7176,1,3
5,AUTOCOMPASTE,paragraph,Multiple,2,7295,1,3
5,AUTOCOMPASTE,paragraph,Multiple,3,5626,1,3
5,TRADITIONAL,phrase,Single,1,8596,0,7
5,TRADITIONAL,phrase,Single,2,7179,1,5
5,TRADITIONAL,phrase,Single,3,6286,1,4
5,TRADITIONAL,phrase,Multiple,1,8172,1,5
5,TRADITIONAL,phrase,Multiple,2,10815,1,7
5,TRADITIONAL,phrase,Multiple,3,8108,1,7
5,TRADITIONAL,sentence,Single,1,4054,1,5
5,TRADITIONAL,sentence,Single,2,5079,1,5
5,TRADITIONAL,sentence,Single,3,5324,1,6
5,TRADITIONAL,sentence,Multiple,1,8781,1,5
5,TRADITIONAL,sentence,Multiple,2,4285,1,5
5,TRADITIONAL,sentence,Multiple,3,7051,1,5
5,TRADITIONAL,paragraph,Single,1,4983,1,5
5,TRADITIONAL,paragraph,Single,2,4522,1,5
5,TRADITIONAL,paragraph,Single,3,3858,1,5
5,TRADITIONAL,paragraph,Multiple,1,3152,1,5
5,TRADITIONAL,paragraph,Multiple,2,22689,1,6
5,TRADITIONAL,paragraph,Multiple,3,6640,1,5
5,AUTOCOMPASTE,phrase,Single,1,13561,1,8
5,AUTOCOMPASTE,phrase,Single,2,11224,1,8
5,AUTOCOMPASTE,phrase,Single,3,11992,0,7
5,AUTOCOMPASTE,phrase,Multiple,1,7538,1,5
5,AUTOCOMPASTE,phrase,Multiple,2,8753,1,6
5,AUTOCOMPASTE,phrase,Multiple,3,12101,1,6
5,AUTOCOMPASTE,sentence,Single,1,3896,1,2
5,AUTOCOMPASTE,sentence,Single,2,3959,1,1
5,AUTOCOMPASTE,sentence,Single,3,7584,1,2
5,AUTOCOMPASTE,sentence,Multiple,1,3329,1,2
5,AUTOCOMPASTE,sentence,Multiple,2,4415,1,3
5,AUTOCOMPASTE,sentence,Multiple,3,6705,1,4
5,AUTOCOMPASTE,paragraph,Single,1,5010,1,3
5,AUTOCOMPASTE,paragraph,Single,2,9347,1,4
5,AUTOCOMPASTE,paragraph,Single,3,4728,1,3
5,AUTOCOMPASTE,paragraph,Multiple,1,5635,1,5
5,AUTOCOMPASTE,paragraph,Multiple,2,6113,1,2
5,AUTOCOMPASTE,paragraph,Multiple,3,5108,1,2
5,TRADITIONAL,phrase,Single,1,6107,1,4
5,TRADITIONAL,phrase,Single,2,5024,1,4
5,TRADITIONAL,phrase,Single,3,4944,1,4
5,TRADITIONAL,phrase,Multiple,1,6316,1,5
5,TRADITIONAL,phrase,Multiple,2,6063,1,7
5,TRADITIONAL,phrase,Multiple,3,6207,1,5
5,TRADITIONAL,sentence,Single,1,6076,1,5
5,TRADITIONAL,sentence,Single,2,4338,1,5
5,TRADITIONAL,sentence,Single,3,4566,1,5
5,TRADITIONAL,sentence,Multiple,1,13878,1,5
5,TRADITIONAL,sentence,Multiple,2,10605,1,5
5,TRADITIONAL,sentence,Multiple,3,4852,1,5
5,TRADITIONAL,paragraph,Single,1,4772,1,5
5,TRADITIONAL,paragraph,Single,2,5125,1,5
5,TRADITIONAL,paragraph,Single,3,4712,1,5
5,TRADITIONAL,paragraph,Multiple,1,4984,1,6
5,TRADITIONAL,paragraph,Multiple,2,7063,1,7
5,TRADITIONAL,paragraph,Multiple,3,6297,1,5
6,AUTOCOMPASTE,phrase,Multiple,1,65986,1,19
6,AUTOCOMPASTE,phrase,Multiple,2,27023,1,20
6,AUTOCOMPASTE,phrase,Multiple,3,28150,1,4
6,AUTOCOMPASTE,phrase,Single,1,12930,0,6
6,AUTOCOMPASTE,phrase,Single,2,19532,1,22
6,AUTOCOMPASTE,phrase,Single,3,27384,0,15
6,AUTOCOMPASTE,sentence,Multiple,1,9360,1,2
6,AUTOCOMPASTE,sentence,Multiple,2,7887,1,3
6,AUTOCOMPASTE,sentence,Multiple,3,5234,1,2
6,AUTOCOMPASTE,sentence,Single,1,5372,1,2
6,AUTOCOMPASTE,sentence,Single,2,5135,1,2
6,AUTOCOMPASTE,sentence,Single,3,6517,1,6
6,AUTOCOMPASTE,paragraph,Multiple,1,8170,1,3
6,AUTOCOMPASTE,paragraph,Multiple,2,6797,1,2
6,AUTOCOMPASTE,paragraph,Multiple,3,9631,1,3
6,AUTOCOMPASTE,paragraph,Single,1,7251,1,3
6,AUTOCOMPASTE,paragraph,Single,2,7276,1,3
6,AUTOCOMPASTE,paragraph,Single,3,36125,1,3
6,TRADITIONAL,phrase,Multiple,1,9263,1,5
6,TRADITIONAL,phrase,Multiple,2,20589,1,5
6,TRADITIONAL,phrase,Multiple,3,14280,1,5
6,TRADITIONAL,phrase,Single,1,4377,1,5
6,TRADITIONAL,phrase,Single,2,6435,1,5
6,TRADITIONAL,phrase,Single,3,5663,1,5
6,TRADITIONAL,sentence,Multiple,1,16271,1,5
6,TRADITIONAL,sentence,Multiple,2,14622,1,7
6,TRADITIONAL,sentence,Multiple,3,17968,1,6
6,TRADITIONAL,sentence,Single,1,9718,1,5
6,TRADITIONAL,sentence,Single,2,6893,1,5
6,TRADITIONAL,sentence,Single,3,4608,1,5
6,TRADITIONAL,paragraph,Multiple,1,7761,1,5
6,TRADITIONAL,paragraph,Multiple,2,47092,1,7
6,TRADITIONAL,paragraph,Multiple,3,7985,1,8
6,TRADITIONAL,paragraph,Single,1,4986,1,6
6,TRADITIONAL,paragraph,Single,2,7481,1,5
6,TRADITIONAL,paragraph,Single,3,6767,0,6
6,AUTOCOMPASTE,phrase,Multiple,1,41717,1,17
6,AUTOCOMPASTE,phrase,Multiple,2,36346,1,44
6,AUTOCOMPASTE,phrase,Multiple,3,14799,1,6
6,AUTOCOMPASTE,phrase,Single,1,13394,0,4
6,AUTOCOMPASTE,phrase,Single,2,30268,1,33
6,AUTOCOMPASTE,phrase,Single,3,27832,1,5
6,AUTOCOMPASTE,sentence,Multiple,1,36870,1,10
6,AUTOCOMPASTE,sentence,Multiple,2,5677,1,2
6,AUTOCOMPASTE,sentence,Multiple,3,5486,1,4
6,AUTOCOMPASTE,sentence,Single,1,6524,1,4
6,AUTOCOMPASTE,sentence,Single,2,7182,1,4
6,AUTOCOMPASTE,sentence,Single,3,5358,1,4
6,AUTOCOMPASTE,paragraph,Multiple,1,8154,1,5
6,AUTOCOMPASTE,paragraph,Multiple,2,7004,1,3
6,AUTOCOMPASTE,paragraph,Multiple,3,6687,1,3
6,AUTOCOMPASTE,paragraph,Single,1,8454,1,3
6,AUTOCOMPASTE,paragraph,Single,2,7006,1,3
6,AUTOCOMPASTE,paragraph,Single,3,5469,1,3
6,TRADITIONAL,phrase,Multiple,1,12179,1,8
6,TRADITIONAL,phrase,Multiple,2,6347,1,5
6,TRADITIONAL,phrase,Multiple,3,6303,1,5
6,TRADITIONAL,phrase,Single,1,5954,1,5
6,TRADITIONAL,phrase,Single,2,6132,1,5
6,TRADITIONAL,phrase,Single,3,4850,1,5
6,TRADITIONAL,sentence,Multiple,1,6839,1,4
6,TRADITIONAL,sentence,Multiple,2,10253,1,9
6,TRADITIONAL,sentence,Multiple,3,14093,1,5
6,TRADITIONAL,sentence,Single,1,5924,1,4
6,TRADITIONAL,sentence,Single,2,5476,1,5
6,TRADITIONAL,sentence,Single,3,5398,1,5
6,TRADITIONAL,paragraph,Multiple,1,5938,1,5
6,TRADITIONAL,paragraph,Multiple,2,13522,1,5
6,TRADITIONAL,paragraph,Multiple,3,5267,1,5
6,TRADITIONAL,paragraph,Single,1,6616,1,5
6,TRADITIONAL,paragraph,Single,2,6448,1,5
6,TRADITIONAL,paragraph,Single,3,4774,1,5
6,AUTOCOMPASTE,phrase,Multiple,1,20949,1,5
6,AUTOCOMPASTE,phrase,Multiple,2,40855,1,13
6,AUTOCOMPASTE,phrase,Multiple,3,36369,1,9
6,AUTOCOMPASTE,phrase,Single,1,11610,1,5
6,AUTOCOMPASTE,phrase,Single,2,32691,1,29
6,AUTOCOMPASTE,phrase,Single,3,15003,0,5
6,AUTOCOMPASTE,sentence,Multiple,1,4594,1,2
6,AUTOCOMPASTE,sentence,Multiple,2,6582,1,3
6,AUTOCOMPASTE,sentence,Multiple,3,4524,1,2
6,AUTOCOMPASTE,sentence,Single,1,4178,1,2
6,AUTOCOMPASTE,sentence,Single,2,3560,1,2
6,AUTOCOMPASTE,sentence,Single,3,4692,1,3
6,AUTOCOMPASTE,paragraph,Multiple,1,8120,1,5
6,AUTOCOMPASTE,paragraph,Multiple,2,7072,1,3
6,AUTOCOMPASTE,paragraph,Multiple,3,6360,1,3
6,AUTOCOMPASTE,paragraph,Single,1,5928,1,7
6,AUTOCOMPASTE,paragraph,Single,2,6928,1,3
6,AUTOCOMPASTE,paragraph,Single,3,7289,1,3
6,TRADITIONAL,phrase,Multiple,1,25686,1,6
6,TRADITIONAL,phrase,Multiple,2,5936,1,5
6,TRADITIONAL,phrase,Multiple,3,18288,1,6
6,TRADITIONAL,phrase,Single,1,6696,1,5
6,TRADITIONAL,phrase,Single,2,6899,1,5
6,TRADITIONAL,phrase,Single,3,6601,1,5
6,TRADITIONAL,sentence,Multiple,1,13024,1,6
6,TRADITIONAL,sentence,Multiple,2,9344,1,5
6,TRADITIONAL,sentence,Multiple,3,15553,1,5
6,TRADITIONAL,sentence,Single,1,6736,1,5
6,TRADITIONAL,sentence,Single,2,8580,1,5
6,TRADITIONAL,sentence,Single,3,5638,1,4
6,TRADITIONAL,paragraph,Multiple,1,9458,1,5
6,TRADITIONAL,paragraph,Multiple,2,8292,1,6
6,TRADITIONAL,paragraph,Multiple,3,7882,1,5
6,TRADITIONAL,paragraph,Single,1,21069,1,14
6,TRADITIONAL,paragraph,Single,2,8400,1,5
6,TRADITIONAL,paragraph,Single,3,7390,1,6
7,TRADITIONAL,sentence,Single,1,8013,1,5
7,TRADITIONAL,sentence,Single,2,8260,1,5
7,TRADITIONAL,sentence,Single,3,8957,1,5
7,TRADITIONAL,sentence,Multiple,1,19865,1,5
7,TRADITIONAL,sentence,Multiple,2,9546,1,5
7,TRADITIONAL,sentence,Multiple,3,21024,1,5
7,TRADITIONAL,paragraph,Single,1,10434,1,5
7,TRADITIONAL,paragraph,Single,2,7167,1,6
7,TRADITIONAL,paragraph,Single,3,5980,1,5
7,TRADITIONAL,paragraph,Multiple,1,7393,1,5
7,TRADITIONAL,paragraph,Multiple,2,6129,1,5
7,TRADITIONAL,paragraph,Multiple,3,65774,1,5
7,TRADITIONAL,phrase,Single,1,17559,1,4
7,TRADITIONAL,phrase,Single,2,7693,1,5
7,TRADITIONAL,phrase,Single,3,8867,1,5
7,TRADITIONAL,phrase,Multiple,1,27186,1,5
7,TRADITIONAL,phrase,Multiple,2,10701,1,5
7,TRADITIONAL,phrase,Multiple,3,23218,1,5
7,AUTOCOMPASTE,sentence,Single,1,6042,1,5
7,AUTOCOMPASTE,sentence,Single,2,5194,1,2
7,AUTOCOMPASTE,sentence,Single,3,6625,1,2
7,AUTOCOMPASTE,sentence,Multiple,1,6456,1,2
7,AUTOCOMPASTE,sentence,Multiple,2,16058,1,5
7,AUTOCOMPASTE,sentence,Multiple,3,10796,1,3
7,AUTOCOMPASTE,paragraph,Single,1,11823,1,3
7,AUTOCOMPASTE,paragraph,Single,2,28920,1,5
7,AUTOCOMPASTE,paragraph,Single,3,11012,1,3
7,AUTOCOMPASTE,paragraph,Multiple,1,13326,1,5
7,AUTOCOMPASTE,paragraph,Multiple,2,14955,1,3
7,AUTOCOMPASTE,paragraph,Multiple,3,20239,1,3
7,AUTOCOMPASTE,phrase,Single,1,34676,1,6
7,AUTOCOMPASTE,phrase,Single,2,16924,1,6
7,AUTOCOMPASTE,phrase,Single,3,11019,1,6
7,AUTOCOMPASTE,phrase,Multiple,1,13815,1,9
7,AUTOCOMPASTE,phrase,Multiple,2,15492,1,11
7,AUTOCOMPASTE,phrase,Multiple,3,16517,1,6
7,TRADITIONAL,sentence,Single,1,7174,1,5
7,TRADITIONAL,sentence,Single,2,5042,1,5
7,TRADITIONAL,sentence,Single,3,5283,1,4
7,TRADITIONAL,sentence,Multiple,1,7476,1,4
7,TRADITIONAL,sentence,Multiple,2,4402,1,5
7,TRADITIONAL,sentence,Multiple,3,5596,1,5
7,TRADITIONAL,paragraph,Single,1,4529,1,4
7,TRADITIONAL,paragraph,Single,2,4801,1,5
7,TRADITIONAL,paragraph,Single,3,6976,1,4
7,TRADITIONAL,paragraph,Multiple,1,7871,1,5
7,TRADITIONAL,paragraph,Multiple,2,23075,1,5
7,TRADITIONAL,paragraph,Multiple,3,9117,1,5
7,TRADITIONAL,phrase,Single,1,6358,1,5
7,TRADITIONAL,phrase,Single,2,5101,1,4
7,TRADITIONAL,phrase,Single,3,6574,1,4
7,TRADITIONAL,phrase,Multiple,1,8769,1,5
7,TRADITIONAL,phrase,Multiple,2,6613,1,6
7,TRADITIONAL,phrase,Multiple,3,11086,1,5
7,AUTOCOMPASTE,sentence,Single,1,9517,1,5
7,AUTOCOMPASTE,sentence,Single,2,8509,1,5
7,AUTOCOMPASTE,sentence,Single,3,5580,1,2
7,AUTOCOMPASTE,sentence,Multiple,1,5947,1,3
7,AUTOCOMPASTE,sentence,Multiple,2,7709,1,2
7,AUTOCOMPASTE,sentence,Multiple,3,10501,1,5
7,AUTOCOMPASTE,paragraph,Single,1,19930,1,3
7,AUTOCOMPASTE,paragraph,Single,2,9137,1,5
7,AUTOCOMPASTE,paragraph,Single,3,8254,1,5
7,AUTOCOMPASTE,paragraph,Multiple,1,21225,1,3
7,AUTOCOMPASTE,paragraph,Multiple,2,13934,1,3
7,AUTOCOMPASTE,paragraph,Multiple,3,20151,1,3
7,AUTOCOMPASTE,phrase,Single,1,12398,1,7
7,AUTOCOMPASTE,phrase,Single,2,12807,1,6
7,AUTOCOMPASTE,phrase,Single,3,10500,1,6
7,AUTOCOMPASTE,phrase,Multiple,1,10018,1,7
7,AUTOCOMPASTE,phrase,Multiple,2,13585,1,14
7,AUTOCOMPASTE,phrase,Multiple,3,14272,1,7
7,TRADITIONAL,sentence,Single,1,13649,1,5
7,TRADITIONAL,sentence,Single,2,6357,1,5
7,TRADITIONAL,sentence,Single,3,4833,1,4
7,TRADITIONAL,sentence,Multiple,1,9516,1,5
7,TRADITIONAL,sentence,Multiple,2,4117,1,5
7,TRADITIONAL,sentence,Multiple,3,7594,1,9
7,TRADITIONAL,paragraph,Single,1,4098,1,4
7,TRADITIONAL,paragraph,Single,2,4666,1,5
7,TRADITIONAL,paragraph,Single,3,5514,1,5
7,TRADITIONAL,paragraph,Multiple,1,5387,1,5
7,TRADITIONAL,paragraph,Multiple,2,19141,1,5
7,TRADITIONAL,paragraph,Multiple,3,4155,1,6
7,TRADITIONAL,phrase,Single,1,7930,1,5
7,TRADITIONAL,phrase,Single,2,6973,1,5
7,TRADITIONAL,phrase,Single,3,5783,1,5
7,TRADITIONAL,phrase,Multiple,1,14069,1,5
7,TRADITIONAL,phrase,Multiple,2,6386,1,6
7,TRADITIONAL,phrase,Multiple,3,7919,1,7
7,AUTOCOMPASTE,sentence,Single,1,9162,1,4
7,AUTOCOMPASTE,sentence,Single,2,5695,1,4
7,AUTOCOMPASTE,sentence,Single,3,5937,1,2
7,AUTOCOMPASTE,sentence,Multiple,1,7548,1,2
7,AUTOCOMPASTE,sentence,Multiple,2,6220,1,3
7,AUTOCOMPASTE,sentence,Multiple,3,5599,1,4
7,AUTOCOMPASTE,paragraph,Single,1,7355,1,6
7,AUTOCOMPASTE,paragraph,Single,2,8618,1,3
7,AUTOCOMPASTE,paragraph,Single,3,15715,1,5
7,AUTOCOMPASTE,paragraph,Multiple,1,16427,1,5
7,AUTOCOMPASTE,paragraph,Multiple,2,14626,1,2
7,AUTOCOMPASTE,paragraph,Multiple,3,15105,1,3
7,AUTOCOMPASTE,phrase,Single,1,10465,1,11
7,AUTOCOMPASTE,phrase,Single,2,11582,1,7
7,AUTOCOMPASTE,phrase,Single,3,11990,1,9
7,AUTOCOMPASTE,phrase,Multiple,1,15757,1,6
7,AUTOCOMPASTE,phrase,Multiple,2,13551,1,6
7,AUTOCOMPASTE,phrase,Multiple,3,14468,1,8
8,TRADITIONAL,sentence,Multiple,1,13935,1,5
8,TRADITIONAL,sentence,Multiple,2,9052,1,4
8,TRADITIONAL,sentence,Multiple,3,10843,1,4
8,TRADITIONAL,sentence,Single,1,10198,1,5
8,TRADITIONAL,sentence,Single,2,6138,1,4
8,TRADITIONAL,sentence,Single,3,11269,1,4
8,TRADITIONAL,paragraph,Multiple,1,6113,1,5
8,TRADITIONAL,paragraph,Multiple,2,6848,1,5
8,TRADITIONAL,paragraph,Multiple,3,22348,1,5
8,TRADITIONAL,paragraph,Single,1,6095,1,4
8,TRADITIONAL,paragraph,Single,2,6120,1,5
8,TRADITIONAL,paragraph,Single,3,24634,1,12
8,TRADITIONAL,phrase,Multiple,1,7019,1,5
8,TRADITIONAL,phrase,Multiple,2,30738,1,5
8,TRADITIONAL,phrase,Multiple,3,22844,1,5
8,TRADITIONAL,phrase,Single,1,6295,1,5
8,TRADITIONAL,phrase,Single,2,6881,1,4
8,TRADITIONAL,phrase,Single,3,9214,1,5
8,AUTOCOMPASTE,sentence,Multiple,1,8590,1,1
8,AUTOCOMPASTE,sentence,Multiple,2,5993,1,4
8,AUTOCOMPASTE,sentence,Multiple,3,5904,1,2
8,AUTOCOMPASTE,sentence,Single,1,5258,1,2
8,AUTOCOMPASTE,sentence,Single,2,3490,1,2
8,AUTOCOMPASTE,sentence,Single,3,3862,1,2
8,AUTOCOMPASTE,paragraph,Multiple,1,9892,1,7
8,AUTOCOMPASTE,paragraph,Multiple,2,8674,1,3
8,AUTOCOMPASTE,paragraph,Multiple,3,6806,1,3
8,AUTOCOMPASTE,paragraph,Single,1,5715,1,3
8,AUTOCOMPASTE,paragraph,Single,2,5420,1,3
8,AUTOCOMPASTE,paragraph,Single,3,6294,1,3
8,AUTOCOMPASTE,phrase,Multiple,1,10275,0,5
8,AUTOCOMPASTE,phrase,Multiple,2,18737,0,16
8,AUTOCOMPASTE,phrase,Multiple,3,29269,1,6
8,AUTOCOMPASTE,phrase,Single,1,16595,1,7
8,AUTOCOMPASTE,phrase,Single,2,26241,0,13
8,AUTOCOMPASTE,phrase,Single,3,11127,1,6
8,TRADITIONAL,sentence,Multiple,1,10139,1,5
8,TRADITIONAL,sentence,Multiple,2,19521,1,6
8,TRADITIONAL,sentence,Multiple,3,15597,1,5
8,TRADITIONAL,sentence,Single,1,7139,1,5
8,TRADITIONAL,sentence,Single,2,6543,1,5
8,TRADITIONAL,sentence,Single,3,8265,1,5
8,TRADITIONAL,paragraph,Multiple,1,7303,1,5
8,TRADITIONAL,paragraph,Multiple,2,7030,1,5
8,TRADITIONAL,paragraph,Multiple,3,17278,1,5
8,TRADITIONAL,paragraph,Single,1,13146,1,5
8,TRADITIONAL,paragraph,Single,2,7171,1,5
8,TRADITIONAL,paragraph,Single,3,6595,1,5
8,TRADITIONAL,phrase,Multiple,1,11558,1,6
8,TRADITIONAL,phrase,Multiple,2,7248,1,5
8,TRADITIONAL,phrase,Multiple,3,12779,1,5
8,TRADITIONAL,phrase,Single,1,6602,1,5
8,TRADITIONAL,phrase,Single,2,5833,1,4
8,TRADITIONAL,phrase,Single,3,7354,1,4
8,AUTOCOMPASTE,sentence,Multiple,1,4708,1,2
8,AUTOCOMPASTE,sentence,Multiple,2,6057,1,6
8,AUTOCOMPASTE,sentence,Multiple,3,4168,1,2
8,AUTOCOMPASTE,sentence,Single,1,3885,1,1
8,AUTOCOMPASTE,sentence,Single,2,3148,1,2
8,AUTOCOMPASTE,sentence,Single,3,3302,1,2
8,AUTOCOMPASTE,paragraph,Multiple,1,5106,1,3
8,AUTOCOMPASTE,paragraph,Multiple,2,7035,1,3
8,AUTOCOMPASTE,paragraph,Multiple,3,6081,1,3
8,AUTOCOMPASTE,paragraph,Single,1,8901,1,3
8,AUTOCOMPASTE,paragraph,Single,2,8053,1,3
8,AUTOCOMPASTE,paragraph,Single,3,7848,1,4
8,AUTOCOMPASTE,phrase,Multiple,1,26330,1,9
8,AUTOCOMPASTE,phrase,Multiple,2,9692,1,6
8,AUTOCOMPASTE,phrase,Multiple,3,8177,1,8
8,AUTOCOMPASTE,phrase,Single,1,9518,1,6
8,AUTOCOMPASTE,phrase,Single,2,10708,1,5
8,AUTOCOMPASTE,phrase,Single,3,13544,1,11
8,TRADITIONAL,sentence,Multiple,1,28008,1,5
8,TRADITIONAL,sentence,Multiple,2,4631,1,4
8,TRADITIONAL,sentence,Multiple,3,5003,1,5
8,TRADITIONAL,sentence,Single,1,5772,1,4
8,TRADITIONAL,sentence,Single,2,7418,1,5
8,TRADITIONAL,sentence,Single,3,7245,1,5
8,TRADITIONAL,paragraph,Multiple,1,7981,1,5
8,TRADITIONAL,paragraph,Multiple,2,5985,1,5
8,TRADITIONAL,paragraph,Multiple,3,14116,1,5
8,TRADITIONAL,paragraph,Single,1,6418,1,5
8,TRADITIONAL,paragraph,Single,2,15867,1,11
8,TRADITIONAL,paragraph,Single,3,9188,1,5
8,TRADITIONAL,phrase,Multiple,1,8380,1,5
8,TRADITIONAL,phrase,Multiple,2,12499,1,5
8,TRADITIONAL,phrase,Multiple,3,5579,1,5
8,TRADITIONAL,phrase,Single,1,11258,1,5
8,TRADITIONAL,phrase,Single,2,6653,1,4
8,TRADITIONAL,phrase,Single,3,6063,1,5
8,AUTOCOMPASTE,sentence,Multiple,1,4719,1,2
8,AUTOCOMPASTE,sentence,Multiple,2,3440,1,2
8,AUTOCOMPASTE,sentence,Multiple,3,5460,1,6
8,AUTOCOMPASTE,sentence,Single,1,4558,1,3
8,AUTOCOMPASTE,sentence,Single,2,4009,1,1
8,AUTOCOMPASTE,sentence,Single,3,3316,1,5
8,AUTOCOMPASTE,paragraph,Multiple,1,5492,1,2
8,AUTOCOMPASTE,paragraph,Multiple,2,4602,1,2
8,AUTOCOMPASTE,paragraph,Multiple,3,7881,1,4
8,AUTOCOMPASTE,paragraph,Single,1,6034,1,2
8,AUTOCOMPASTE,paragraph,Single,2,7460,1,4
8,AUTOCOMPASTE,paragraph,Single,3,7471,1,3
8,AUTOCOMPASTE,phrase,Multiple,1,10648,1,5
8,AUTOCOMPASTE,phrase,Multiple,2,4235,1,2
8,AUTOCOMPASTE,phrase,Multiple,3,16376,1,12
8,AUTOCOMPASTE,phrase,Single,1,10832,1,3
8,AUTOCOMPASTE,phrase,Single,2,12317,1,5
8,AUTOCOMPASTE,phrase,Single,3,6916,1,4
9,TRADITIONAL,paragraph,Single,1,9506,1,6
9,TRADITIONAL,paragraph,Single,2,6245,1,5
9,TRADITIONAL,paragraph,Single,3,9193,1,5
9,TRADITIONAL,paragraph,Multiple,1,11492,1,5
9,TRADITIONAL,paragraph,Multiple,2,8366,1,5
9,TRADITIONAL,paragraph,Multiple,3,8785,1,5
9,TRADITIONAL,phrase,Single,1,8615,1,4
9,TRADITIONAL,phrase,Single,2,8147,1,5
9,TRADITIONAL,phrase,Single,3,9005,1,6
9,TRADITIONAL,phrase,Multiple,1,7610,1,5
9,TRADITIONAL,phrase,Multiple,2,16375,1,5
9,TRADITIONAL,phrase,Multiple,3,29235,1,5
9,TRADITIONAL,sentence,Single,1,9179,1,5
9,TRADITIONAL,sentence,Single,2,6054,1,5
9,TRADITIONAL,sentence,Single,3,6086,1,5
9,TRADITIONAL,sentence,Multiple,1,9240,1,5
9,TRADITIONAL,sentence,Multiple,2,6837,1,5
9,TRADITIONAL,sentence,Multiple,3,12093,1,5
9,AUTOCOMPASTE,paragraph,Single,1,10954,1,3
9,AUTOCOMPASTE,paragraph,Single,2,7944,1,3
9,AUTOCOMPASTE,paragraph,Single,3,12580,1,3
9,AUTOCOMPASTE,paragraph,Multiple,1,13268,1,4
9,AUTOCOMPASTE,paragraph,Multiple,2,9225,1,3
9,AUTOCOMPASTE,paragraph,Multiple,3,8766,1,3
9,AUTOCOMPASTE,phrase,Single,1,15404,1,6
9,AUTOCOMPASTE,phrase,Single,2,37174,1,10
9,AUTOCOMPASTE,phrase,Single,3,11011,1,4
9,AUTOCOMPASTE,phrase,Multiple,1,7024,1,9
9,AUTOCOMPASTE,phrase,Multiple,2,7201,1,6
9,AUTOCOMPASTE,phrase,Multiple,3,4928,1,7
9,AUTOCOMPASTE,sentence,Single,1,15555,1,3
9,AUTOCOMPASTE,sentence,Single,2,6053,1,2
9,AUTOCOMPASTE,sentence,Single,3,5867,1,2
9,AUTOCOMPASTE,sentence,Multiple,1,11818,1,2
9,AUTOCOMPASTE,sentence,Multiple,2,6592,1,5
9,AUTOCOMPASTE,sentence,Multiple,3,5038,1,6
9,TRADITIONAL,paragraph,Single,1,10299,1,5
9,TRADITIONAL,paragraph,Single,2,6899,1,5
9,TRADITIONAL,paragraph,Single,3,5674,1,6
9,TRADITIONAL,paragraph,Multiple,1,7272,1,5
9,TRADITIONAL,paragraph,Multiple,2,14244,1,5
9,TRADITIONAL,paragraph,Multiple,3,6482,1,5
9,TRADITIONAL,phrase,Single,1,7197,1,5
9,TRADITIONAL,phrase,Single,2,10190,1,4
9,TRADITIONAL,phrase,Single,3,7479,1,5
9,TRADITIONAL,phrase,Multiple,1,24370,1,5
9,TRADITIONAL,phrase,Multiple,2,8576,1,6
9,TRADITIONAL,phrase,Multiple,3,7517,1,5
9,TRADITIONAL,sentence,Single,1,7533,1,5
9,TRADITIONAL,sentence,Single,2,6292,1,5
9,TRADITIONAL,sentence,Single,3,6563,1,4
9,TRADITIONAL,sentence,Multiple,1,7348,1,4
9,TRADITIONAL,sentence,Multiple,2,14539,1,5
9,TRADITIONAL,sentence,Multiple,3,8947,1,5
9,AUTOCOMPASTE,paragraph,Single,1,7839,1,3
9,AUTOCOMPASTE,paragraph,Single,2,10629,1,3
9,AUTOCOMPASTE,paragraph,Single,3,6503,1,6
9,AUTOCOMPASTE,paragraph,Multiple,1,9291,1,3
9,AUTOCOMPASTE,paragraph,Multiple,2,6940,1,3
9,AUTOCOMPASTE,paragraph,Multiple,3,10056,1,3
9,AUTOCOMPASTE,phrase,Single,1,21340,1,7
9,AUTOCOMPASTE,phrase,Single,2,10659,1,7
9,AUTOCOMPASTE,phrase,Single,3,10455,1,6
9,AUTOCOMPASTE,phrase,Multiple,1,5964,1,6
9,AUTOCOMPASTE,phrase,Multiple,2,6928,1,10
9,AUTOCOMPASTE,phrase,Multiple,3,6072,1,10
9,AUTOCOMPASTE,sentence,Single,1,12693,1,3
